"ï»¿web-scraper-order","web-scraper-start-url","Ulasan","label"
"1700618869-621","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan nya memuaskan, staff nta ramah, kebersihan kamar nya cukup baik,sayang blm sempet coba pool nya mungkin klo stay disana lg mau berenang di Harrisnya, utk wifi lancar, hotel nya jg mematuhi protokol kesehatan, terimakasih pop hotel.","positif"
"1700618869-622","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","secara keseluruhan menyenangkan untuk tempat istirahat setelah bekerja, cuman sayang kurang suara org2 yang menginap disebelah terdengar sampai ke kamar (terutama anak2) dan tolong diperhatikan kembali kebersihan bathroom. terima kasih.","positif"
"1700618869-623","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Menginap disini sangat menyenangkan karena lokasi yang sangat dekat dengan pusat berbelanja dan kantor. Bagi yang kemari ke surabaya untuk melakukan trip kerja cocok untuk kesini karena tempat yang sudah nyaman dengan budget yang minim namun fasiltas yang didapat sudah memenuhi kebutuhan","positif"
"1700618869-624","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sangat Nyaman, murah, Fasilitas lengkap, pelayanan sangat baik. Rekomendasi buat siapa aja yg mau stay ðŸ˜Š Letaknya strategis, ada kolam renang, serta banyak lagi fasilitas spt alfaexprs, kopi janjijiwa, serta camilan yg enak dan sehat.","positif"
"1700618869-625","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Letak Kamar didepan Lift di lantai 12 jadi terdengar jelas orang lalu lalang, kamar tidak terlalu kedap suara, pintu kamar tidak menutup rapat ada sela sehingga suara dari luar maupun dari dalam terdengar jelas. AC dingin, untuk amenities cukup lah meskipun di pop hotel memang tidak disediakan sikat maupun pasta gigi. Biasanya disediakan 2 gelas di wastafel, sayangnya kemarin dikamar saya tidak ada. Kamar hotel lumayan bersih dan tidak bau. Kebetulan pandemi saat ini breakfast jadi satu dengan Harris Hotel. Menu yang disediakan cukup bervariatif.","positif"
"1700618869-626","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Staycation di Pop Hotel memang pas. Kamarnya cukup untuk keluarga kecil kami, ada kolam renang  juga, lokasi tengah kota, biaa lihat suasana kota Surabaya waktu malam. Bisa lihat kembang api di malam takbir","positif"
"1700618869-627","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","sudah kesekian kalinya menginap di pop pelayanannya selalu baik dan ramah, disini ada fasilitas kolam renang, selalu dapat kamar sesuai pemesanan , kamar nya bersih dan wangi, hotelnya letaknya juga strategis berada di pusat kota, akan jadi tempat tujuan untuk staycation","positif"
"1700618869-628","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","kunjungan ke surabaya., mampir ke hotel gubeng. kamarnya unik ,kebersihannya juga lumayan terjaga, di tambah lagi bisa berenang di kolam renang harris, anak2 jadi suka, pelayanan sangat bagus, stafnya ramah2 terima kasih mbak dita, mas yusad sudah banyak membantu saat stay","positif"
"1700618869-629","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pop gubeng oke sekali gak perlu diragukan, karena sudah beberapa kali menginap disini, untuk kelas hotel budget sudah sangat oke dengan fasilitas lebih yang bisa dinikmati.. pelayanan baik dari receptionis","positif"
"1700618869-630","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan nya cukup memuaskan, staff ramah dan menjalankan protokol kesehatan. Saya pesan yang tanpa sarapan tapi tambah untuk sarapan nya hanya IDR 50.000 per orang nya dan worth it banget untuk harganya, kebetulan untuk sahur juga. Cuma sayang belum coba kolam renang ya, next mungkin mau staycation an lagi dan mau berenang juga. Thank you Pop Gubeng.","positif"
"1700618869-631","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Menginap di POP hotel gubeng sangat nyaman, terlebih harganya sangat murah jika dibandingkan dengan hotel hotel serupa disurabaya. Saran : sebaiknya setiap kamar dicek secara berkala, soalnya di kamar yang saya tempati atapnya bocor terdapat air mengalir dari plafon.","positif"
"1700618869-632","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel nyentrik unik.. Dekat dengan pusat perbelanjaan, kosep yang menarik ada beberapa stand food and drink di lobby.., kamar tdk terlalu luar tapi keren lumayan bersih. Staff juga ramah2. Sukses terus pop hotel","positif"
"1700618869-633","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","overall exelecent banget untuk pelayanan suka banget dari awal datang sampai keluar hotel ramah selalu menyapa, untuk kamarnya sangat unik dan harga sangat terjangkau di masa seperti ini jadi saya recommend banget","positif"
"1700618869-634","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Lokasi yang strategis serta harga per malamnya yang terjangkau membuat saya merekomendasikan tempat ini sebagai salah satu pilihan jika liburan atau ada urusan pekerjaan di Surabaya. Keramahan petugasnya patut diacungi jempol ðŸ‘ðŸ¼","positif"
"1700618869-635","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pertama kali menginap di pop gubeng enak banget, pelayanannya baik baik, harganya terjangkau,ada fasilitas seperti kolam renang untuk hotel budget sangat rekomeded bagi saya dan teman. Juga tersedia banyak makanan di pop hotel, seperti janji jiwa dll.","positif"
"1700618869-636","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pemandangan yg indah tidak terlalu berisik dan nyaman ketika beristitahat Tidak akan mengecewakan  tetap nyaman bosku.. Harga juga sangat terjangkau sekali, untuk menginap di pop hotel gubeng.. Thankss pop gubeng","positif"
"1700618869-637","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Staycation dengan teman di pop hotel Gubeng Surabaya sangat menyenangkan. Hotelnya oke, dengan lokasi yang sangat strategis pusat kota jadi dekat untuk pergi kemana mana. Ada fasilitas kolam renang untuk kelas budget hotel.. niceee","positif"
"1700618869-638","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel dengan tempat yang nyaman, resepsionisnya juga ramah, fasilitas yang cukup memadai, lokasi dekat dengan tempat keramaian, tidaksusah untuk menemukan makanan dan minuman. Semoga lain waktu bisa datang kembali","positif"
"1700618869-639","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamarnya oke tersedia kamar untuk merokok, tersedia fasilitas kolam renang di hotel pop, pelayanannya bagus receptionistnya ramah dan membantu, lokasi hotel berada dipusat kota, ada minimarket dan janji jiwanya","positif"
"1700618869-640","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Tempat bagus nyaman dan bersih. Pelayanannya ramah dan sangat membantu. Untuk lokasi di pusat kota dekat dengan pasar, mall, dan stasiun kereta api. Area parkir luas. Masakannya juga enak. Rekomended banget pokoknya.","positif"
"1700618869-641","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Proses check in sangat mudah, saya memesan kamar yang 1 bed dan pada saat check in saya menerima kamar sesuai pemesanan, kamarnya bersih ac dingin , fasilitas cukup lengkap, staff hotel semua sangat baik dan ramah.","positif"
"1700618869-642","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Check in cepat, Kebersihan ok, Selebihnya aman ðŸ’¯ Nyaman untuk stay vacation. Hotelnya strategis terletak di pusat kota surabaya mudah di akses kemana mana, Ada Kolam renangnya mantab deh, Cocok untuk di kunjungi kembali","positif"
"1700618869-643","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","So far so good untuk harganya sangat terjangkau sekali untuk singgah di surabaya, kamarnya juga cukup nyaman sekali dan pelayanan cepat sigap saat cek in cek out tidak ada kendala apapun jadi nyaman sekali.","positif"
"1700618869-644","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sudah sering kali menginap di pop gubeng tidak ada perubahan selalu keren , kamarnya bersih, staffnya ramah serta lokasi hotel sangat strategis nah itu yang bikin kami untuk menginap di pop gubeng.. Semoga pop gubeng selalu kerennn","positif"
"1700618869-645","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pop gubeng selalu menjadi tujuan destinasi penginapan saya jika berkunjung ke surabaya..hotel pop gubeng selalu nyaman tidak mengecewakan selain hotelnya unik,hotel pop gubeng sangat ramah dari sisi pelayanannya..pop gubeng wajib untuk bermalam jika bepergian ke surabaya","positif"
"1700618869-646","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sangat puas sekali harga terjangkau,pelayanan baik juga dipertahankan saja. Untuk wifi dikamar kenceng banget, untuk Acnya juga dingin dikamar jadi nyaman banget buat istirahat semalamaan. Kebersihannya juga sudah cukup bersih.","positif"
"1700618869-647","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Bed dan selimut bersih, ruangan bersih serta karyawan sangat ramah dan helpfull..tetap dipertahankan karena pop gubeng sebagai destinasi saya dan keluarga jika berkunjung ke surabaya..pop gubeng hotel the best lha","positif"
"1700618869-648","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","tempatnya nyaman liburan di surabaya lobynya nyaman tempatnya sangat dekat dengan mall banyak makanan yg enak. acnya dingin bikin kedinginan tempatnya mantapp lahh intinya worthit bagi yg mau nginap disini","positif"
"1700618869-649","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel yang unik., di tengah kota dan sangat strategis.. Di tambah lobbynya keren banyak kedai makanan rekomended.  Next time pasti visit ke pop hotel lagi. Di tambah stafnya juga ramah2 . Terimbakasih pop hotel","positif"
"1700618869-650","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Lokasi dekat dari stasiun gubeng dekat dengan tunjungan plaza lobi nya nyaman ada Alfamart ya  tempat parkir luas kamar nya nyaman air panas kamar mandi bersir AC dingin receptions ramah rama recommended  banget pokok nyaâœ¨âœ¨","positif"
"1700618869-651","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Lokasi Sangat Strategis, Pelayanan Sangat ramah & cepat, Banyak Promo menginap & sangat menyenangkan karena ada kolam renangnya & untuk menu sarapan sangat banyak pilihannya, rasanya pun sangat enak & bisa nambah kalau kurang","positif"
"1700618869-652","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Nyaman, enak, harga murah meriah. Ditingkatkan terus untuk pelayanan nya yah... Kalau ada liburan lagi mau coba POP hotel lain nya, dengan suasana yang berbeda, di setiap kota nya.  Tapi at all tetap nyaman menginap di POP hotel","positif"
"1700618869-653","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Terima kasih pop hotel, kesan pertama nginep di pop hotel gubeng nyaman cuman sedikit ulasan saya agak kurang lengkap untuk fasilitasnya seperti pemanas air, tidak ada gelas, dan juga hair dryer juga tidak ada","positif"
"1700618869-654","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan bagus, kamar bersih, nyaman, dan sesuai ekspetasi saya menginap terutama dari kamarnya yang sangat unik serta protokol kesehatannya sangat bagus.dapat ditingkatkan lagi dan dipertahankan....","positif"
"1700618869-655","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","kesan pertama menginap di pop hotel sangat nyaman ada fasilitas kolam renang, petugas semuanya ramah, hotel berada di pusat kota mudah kemana mana , protokol kesehatan disini juga sangat ketat, pop hotel gubeng memang ok","positif"
"1700618869-656","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","wah saya menginap di pop gubeng pertama kalinya..saya pikir dengan harga yang murah pelayanan bakal biasa saja ternyata tidak pelayanannya super ramah mulai dari front offoce nya sampai houskeeping..kamarnya bersih dan hotel pop gubeng sangat menyenangkan","positif"
"1700618869-657","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Tempat yg nyaman untuk beristirahat dengan pelayanan yang baik serta kebersihan kamar sangat dijagaa dan pop gubeng juga menawarkan tempat tongkrongan di luar yang sangat nyaman...mungkin diperbaiki aja yang kurangnya..good place buat kita yang mau liburan","positif"
"1700618869-658","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Lokasi dekat Kamarnyadengan stasiun gubeng, sehingga sangat memudahkan buat saya travelling menggunakan kereta api. Kamarnya luas dan dapet view bagus.  Untuk internet agak lambat.  Overall it's ok and I'll recommended to my friends","positif"
"1700618869-659","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Bagus,Bersih,Pelayanan Ramah standart hotel yang sangat kompeten..kebetulan saya punya member jadi semua reservasi dipermudah dan harganya oke juga serta pelayanannya juga sangat bagus..saat pandemi ini hotel popbsangat menjaga kebersihan serta prokes yang ketat","positif"
"1700618869-660","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Recommended hotel for staycation. Kolam renang luas bersih, kamar bersih, kamar mandi lancar air panas kenceng. Minus nya cuma 1 , wifi nya payah banget sering putus putus dan koneksi lambat sekali. Tolong diperbaiki","positif"
"1700618869-661","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sangat nyaman untuk pelayanan ya sangat ramah , makanan di restoran sangat enak kebersihannya terjaga dengan harga terjangkau bisa mendapakan fasilitas sebagus ini sangat mengerekomendasikan untuk keluarga dan kerabat,hotelnya terletak sangat strategis di pusat kota sehingga mendapatkan view pemandangan yang sangat indah dapat melihat kota surabaya langsung dari kamar.","positif"
"1700618869-662","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pertama kali menginap di pop hotel., kamarnya lumayan keren dengan harga masuk akal., kebersihan kamar juga oke.., di tambah pelayanan juga oke.., petugadnya ramah-ramah. Dan yang bikin keren lagi di lobbynya ada kedai kopi dan food stand.. Terima kasihas yus dan mbak dewi ramah senyun, lewat 3 kali di sapa 3 kali","positif"
"1700618869-663","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Terima kasih atas layanan yang diberikan selama saya menginap 2 malam di hotel POP surabaya, untuk kebersihan bisa lebih ditingkatkan lagi, sprai nya ada beberapa noda, dan ac kamar netes air, untuk view kamarnya baik, saya suka","positif"
"1700618869-664","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","receptionist sangat membantu, ramah, kamar nyaman, tidak kesusahan mencari makanan karna di lobby banyak makanan, sangat cocok untuk longstay kebutuhan bisnis dan keluarga karna lingkungan sangat tenang","positif"
